"","CODIGO","DCS_avg","IHD_avg","CVD_avg","DM_avg","int_dens","int_dens_2","slope_mean","NDVI_mean","lu_entropy_a","p_area_ind","sl_p_ind","POI_dens","POI_dens_2","pdens_2017","pdens_2_t","f_hig_SES"
"87","0714",46.4155521022908,27.6339970748342,5.10135135135135,4.74842767295597,273.272103937698,74677.642790536,14.3501674107143,0.240288798014323,0.653242045716322,0,0,37.482,1404.900324,45995.6103802765,2115.5961742542,0
"88","0715",49.3942827797244,20.7608134329781,10.50583174787,11.838848324789,339.339650164628,115151.398173852,14.5473278414819,0.383580083432405,0.771095521025613,0,0,31.916,1018.631056,21790.4308148895,474.822875098484,0
"89","0716",69.5568608140759,18.7022921695982,13.0315917155715,9.25070600038579,62.8324085260877,3947.91156118918,13.9842931574041,0.442014898255814,0.718683278686217,0,0,10.465,109.516225,29202.0620014978,852.760425139323,0.010829387170344
"90","0717",408.389275885371,155.062450618309,94.3502183095329,10.8358134920635,87.3558486257312,7631.04428912166,16.976317185622,0.488736812002912,0.854873366826557,0,0,24.622,606.242884,14806.6461190112,219.236769293629,0
"91","0718",152.09743511459,69.3034995127129,23.0706641313209,8.43715393133998,49.6053332846913,2460.68909028531,20.9268115234375,0.496244139217849,0.841390765768845,0,0,36.779,1352.694841,15202.3400032749,231.111141575171,0.00966036473988275
"92","0719",11.8008024545669,11.8008024545669,0,0,29.6401058276309,878.535873473157,29.6547284807478,0.505569108569895,0.8280745754879,0,0,8.463,71.622369,17928.3733683742,321.426571635828,0
"93","0720",104.639804274045,48.7676657318235,30.8097744575916,9.97898522466311,53.1331857221756,2823.13542498721,25.4206129171081,0.499150968852796,0.605775005264598,0,0,21.632,467.943424,23543.5070982799,554.296726486755,0
"94","0722",58.5777906094662,29.6033200770418,5.9010989010989,6.64285714285714,9.50063543097428,90.2620735922838,28.8074829101562,0.481356324820683,0.486756935167468,0,0,2.374,5.635876,22199.6252153554,492.823359702244,0
"95","0723",70.701280457495,25.9308584187645,21.6980368346489,0,34.485528891459,1189.25170292366,20.1726841517857,0.471502045054495,0.726412872923906,0,0,3.446,11.874916,14697.9460600818,216.029618385076,0
"96","0724",195.041666666667,97.5208333333333,0,20.3409090909091,6.99292514712089,48.9010021132357,25.4465003380409,0.589908296593064,0.454970709202957,0,0,0,0,3806.18177029008,14.4870196684885,0.032191217707948
